192,1,193,2,2,1,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
193,1,194,2,2,2,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
194,1,195,2,2,3,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
195,1,196,2,2,4,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
196,1,197,2,2,5,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
197,1,198,2,2,6,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
198,1,199,2,2,7,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
199,1,200,2,2,8,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
200,1,201,2,2,9,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
201,1,202,2,2,10,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05,-1.00E+05
